xhamster.com,
www.pinterest.com,False
nl.indeed.com,
www.deepl.com,False
www.dailymail.co.uk,
www.amazon.es,False
www.investing.com,
livedoor.jp,
xhamster.desi,
www.usps.com,False
www.gamespot.com,
www.slideshare.net,False
doodstream.com,
evernote.com,False
www.reuters.com,True
www.thingiverse.com,False
nypost.com,
superuser.com,False
beta.emojipedia.org,True
www.sat.gob.mx,
hanime.tv,
www.eventbrite.com,False
www.exoclick-adb.com,True
shrinke.me,False
xhamster3.com,
www.vitalsource.com,False
brainly.com,
apkpure.com,False
www.cbssports.com,
ssstwitter.com,False
www.goal.com,True
www.cuny.edu,False
f95zone.to,
www.baeldung.com,True
www.synchrony.com,False
ok.xxx,False
www.metacritic.com,
fbsbx.com,
www.ranker.com,True
www.sofascore.com,
www.coinpayu.com,
www.latimes.com,False
getadblock.com,
clipchamp.com,False
www.oneindia.com,
drudgereport.com,
www.spanishdict.com,True
robinhood.com,False
variety.com,
www.opentable.com,False
www.cbsnews.com,
www.acs.org,False
www.azlyrics.com,True
ncctvgroup.com,
snaptik.app,
www.vfsglobal.com,False
www.fool.com,
pydata.org,False
www.rollingstone.com,
www.wordstream.com,False
xhamster2.com,
fdown.net,False
dotesports.com,True
www.iop.org,False
jsfiddle.net,True
bc.game,
pagesix.com,
snapsave.io,False
www.filmibeat.com,
www.tagged.com,False
en.boardgamearena.com,
joins.com,
www.myfxbook.com,True
www.fortinet.com,False
www.currys.co.uk,
www.bitrix24.com,False
www.qwant.com,
www.tamildhool.net,False
xkcd.com,
pos.toasttab.com,
www.light.gg,
rentry.org,False
rp5.ru,
www.pornhits.com,False
progameguides.com,
3dsky.org,False
kimcartoon.li,
www.glodon.com,False
www.woolworths.com.au,
cloudflarestorage.com,
en.islcollective.com,
www.stubhub.com,False
www.billboard.com,
www.simplepractice.com,False
gamcore.com,
www.carsales.com.au,
www.meteoblue.com,
www.raidbots.com,False
scrolller.com,True
shopee.com,False
www.hardreset.info,
sproutgigs.com,False
www.nme.com,
bstsrs.in,False
snyk.io,
www.hyatt.com,
www.tvguide.com,
www.cgtn.com,False
www.newsmax.com,
www.pinterest.it,False
www.goodreturns.in,
www.getyourguide.com,False
www.inbox.lv,
www.ncsu.edu,False
www.modland.net,
www.redflagdeals.com,False
www.rawstory.com,
jane.app,False
ikman.lk,
residentportal.com,False
3dzip.org,True
howlongtobeat.com,False
hypebeast.com,
krunker.io,False
www.smithsonianmag.com,True
hubstaff.com,False
www.androidauthority.com,
www.famousbirthdays.com,False
exe.io,
www.buffalo.edu,False
gamerescape.com,True
mdbootstrap.com,
www.jigsawplanet.com,True
grafana.com,False
recruitee.com,
snapcraft.io,False
en.geneanet.org,
cenreader.com,
www.nj.com,
www.nexigroup.com,False
www.fux.com,
lsu.edu,False
hentaidude.com,
wowroms.com,False
megaxh.com,
vocaroo.com,False
www.blackhatworld.com,True
www.terraform.io,False
inhumanity.com,
www.wmtransfer.com,False
www.seattletimes.com,
www.oregonlive.com,
www.podbean.com,False
rateyourmusic.com,False
tunein.com,
bebee.com,False
try2link.com,
vpnoverview.com,False
decider.com,
dbree.org,
babia.to,True
telegramchannels.me,False
upfiles.com,
leak.xxx,False
www.pinkvilla.com,True
www.king.com,False
www.geoguessr.com,
www.bayut.com,False
xhofficial.com,
thunderstore.io,False
manychat.com,
wustl.edu,False
www.airtelxstream.in,
www.qlik.com,False
www.personality-database.com,True
www.kotaksecurities.com,False
